Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00756310,GR_103691,Highly_selective_D3_antagonist,0.23878685958711648,1.3276873641760472,161.78634748976572
